K,final_state_bin_center,avg_probability,avg_probability_after_extra_iterations
1.449965840118366,0.9821428571428571,0.00025396825396825385,6.349206349206346e-05
1.5707963267948966,0.017857142857142856,0.0005079365079365077,0.00012698412698412692
1.5707963267948966,0.05357142857142857,0.00044444444444444425,6.349206349206346e-05
1.5707963267948966,0.08928571428571427,0.0005714285714285713,6.349206349206346e-05
1.5707963267948966,0.125,0.00025396825396825385,0.0003174603174603173
1.5707963267948966,0.1607142857142857,0.00044444444444444425,0.00012698412698412692
1.5707963267948966,0.1964285714285714,0.0003174603174603173,0.00019047619047619037
1.5707963267948966,0.23214285714285715,0.0005714285714285711,0.00012698412698412692
1.5707963267948966,0.26785714285714285,0.0018412698412698404,0.0006349206349206346
1.5707963267948966,0.30357142857142855,0.004507936507936506,0.000698412698412698
1.5707963267948966,0.33928571428571425,0.10368253968253963,0.07231746031746028
1.5707963267948966,0.375,0.36146031746031726,0.23073015873015862
1.5707963267948966,0.4107142857142857,0.0027936507936507926,0.0005079365079365077
1.5707963267948966,0.4464285714285714,0.001777777777777777,0.0005079365079365077
1.5707963267948966,0.4821428571428571,0.06692063492063488,0.15111111111111106
1.5707963267948966,0.5178571428571428,0.06577777777777774,0.13695238095238088
1.5707963267948966,0.5535714285714286,0.08730158730158727,0.18050793650793642
1.5707963267948966,0.5892857142857142,0.0013333333333333326,0.00019047619047619037
1.5707963267948966,0.625,0.0010793650793650786,0.00019047619047619037
1.5707963267948966,0.6607142857142856,0.001396825396825396,0.0003174603174603173
1.5707963267948966,0.6964285714285714,0.0010793650793650788,6.349206349206346e-05
1.5707963267948966,0.7321428571428571,0.0008253968253968249,0.00044444444444444414
1.5707963267948966,0.7678571428571428,0.03009523809523808,0.021269841269841258
1.5707963267948966,0.8035714285714286,0.04895238095238093,0.03015873015873014
1.5707963267948966,0.8392857142857142,0.047492063492063474,0.034920634920634894
1.5707963267948966,0.875,0.03923809523809521,0.028634920634920617
1.5707963267948966,0.9107142857142856,0.03193650793650792,0.020888888888888884
1.5707963267948966,0.9464285714285714,0.054158730158730135,0.04780952380952378
1.5707963267948966,0.9821428571428571,0.043238095238095214,0.04012698412698411
1.691626813471427,0.017857142857142856,0.03365079365079363,0.037460317460317444
1.691626813471427,0.05357142857142857,0.014730158730158724,0.01676190476190475
1.691626813471427,0.08928571428571427,0.007174603174603171,0.00641269841269841
